  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 4424                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -9.500  -0.5832   0.03256   0.02315  -0.0912   0.8575   0.1806
  -9.250  -0.5939   0.03247   0.02305  -0.0846   0.8443   0.1827
  -9.000  -0.5716   0.03177   0.02229  -0.0839   0.8396   0.1871
  -8.750  -0.5440   0.03094   0.02133  -0.0841   0.8365   0.1924
  -8.500  -0.5493   0.03085   0.02128  -0.0784   0.8244   0.1947
  -8.250  -0.5268   0.03027   0.02069  -0.0775   0.8191   0.1993
  -8.000  -0.4978   0.02953   0.01981  -0.0777   0.8157   0.2052
  -7.750  -0.4969   0.02936   0.01964  -0.0730   0.8051   0.2084
  -7.500  -0.4765   0.02889   0.01920  -0.0716   0.7988   0.2130
  -7.250  -0.4462   0.02823   0.01845  -0.0720   0.7951   0.2192
  -7.000  -0.4336   0.02791   0.01808  -0.0692   0.7872   0.2239
  -6.750  -0.4211   0.02764   0.01785  -0.0664   0.7788   0.2281
  -6.500  -0.3904   0.02705   0.01720  -0.0668   0.7746   0.2348
  -6.250  -0.3528   0.02636   0.01646  -0.0684   0.7716   0.2418
  -6.000  -0.3615   0.02652   0.01664  -0.0618   0.7589   0.2450
  -5.750  -0.3316   0.02601   0.01610  -0.0619   0.7541   0.2520
  -5.500  -0.2931   0.02538   0.01540  -0.0637   0.7507   0.2598
  -5.250  -0.2976   0.02550   0.01556  -0.0577   0.7390   0.2637
  -5.000  -0.2695   0.02508   0.01510  -0.0576   0.7334   0.2714
  -4.750  -0.2309   0.02451   0.01448  -0.0593   0.7295   0.2797
  -4.500  -0.2296   0.02458   0.01458  -0.0544   0.7193   0.2846
  -4.250  -0.2054   0.02428   0.01423  -0.0535   0.7126   0.2926
  -4.000  -0.1677   0.02378   0.01371  -0.0550   0.7082   0.3015
  -3.750  -0.1572   0.02374   0.01369  -0.0517   0.6999   0.3080
  -3.500  -0.1403   0.02363   0.01352  -0.0495   0.6919   0.3161
  -3.250  -0.1054   0.02319   0.01311  -0.0506   0.6869   0.3254
  -3.000  -0.0820   0.02300   0.01290  -0.0496   0.6805   0.3344
  -2.750  -0.0751   0.02309   0.01295  -0.0456   0.6715   0.3420
  -2.500  -0.0446   0.02276   0.01267  -0.0459   0.6659   0.3517
  -2.250  -0.0033   0.02237   0.01217  -0.0481   0.6614   0.3645
  -2.000  -0.0104   0.02264   0.01256  -0.0417   0.6516   0.3705
  -1.750   0.0149   0.02245   0.01237  -0.0410   0.6453   0.3820
  -1.500   0.0533   0.02209   0.01199  -0.0427   0.6407   0.3951
  -1.250   0.0555   0.02229   0.01225  -0.0379   0.6326   0.4046
  -1.000   0.0731   0.02227   0.01223  -0.0359   0.6256   0.4165
  -0.750   0.1053   0.02200   0.01199  -0.0364   0.6204   0.4319
  -0.500   0.1258   0.02196   0.01199  -0.0349   0.6146   0.4462
  -0.250   0.1311   0.02216   0.01226  -0.0308   0.6070   0.4596
   0.000   0.1558   0.02203   0.01219  -0.0300   0.6012   0.4777
   0.250   0.1926   0.02176   0.01194  -0.0313   0.5968   0.5002
   0.500   0.1933   0.02207   0.01235  -0.0264   0.5895   0.5171
   0.750   0.2077   0.02217   0.01253  -0.0239   0.5831   0.5390
   1.000   0.2366   0.02204   0.01245  -0.0238   0.5780   0.5658
   1.250   0.2718   0.02188   0.01234  -0.0249   0.5735   0.5949
   1.500   0.2695   0.02230   0.01291  -0.0196   0.5660   0.6172
   1.750   0.2919   0.02238   0.01308  -0.0185   0.5601   0.6457
   2.000   0.3310   0.02225   0.01302  -0.0203   0.5554   0.6788
   2.250   0.3634   0.02233   0.01320  -0.0211   0.5501   0.7120
   2.500   0.3797   0.02273   0.01378  -0.0193   0.5432   0.7438
   2.750   0.4217   0.02286   0.01399  -0.0220   0.5374   0.7815
   3.000   0.4922   0.02288   0.01403  -0.0298   0.5325   0.8182
   3.250   0.5373   0.02342   0.01468  -0.0335   0.5258   0.8491
   3.500   0.5895   0.02392   0.01523  -0.0386   0.5188   0.8733
   3.750   0.6481   0.02417   0.01542  -0.0443   0.5132   0.8926
   4.000   0.6969   0.02450   0.01569  -0.0483   0.5079   0.9096
   4.250   0.7215   0.02522   0.01648  -0.0484   0.5007   0.9283
   4.500   0.7569   0.02563   0.01685  -0.0501   0.4947   0.9459
   4.750   0.8021   0.02583   0.01693  -0.0533   0.4898   0.9615
   5.000   0.8289   0.02653   0.01767  -0.0542   0.4834   0.9785
   5.250   0.8648   0.02712   0.01827  -0.0566   0.4764   0.9918
   5.500   0.9160   0.02736   0.01841  -0.0614   0.4707   1.0000
   5.750   0.9220   0.02755   0.01854  -0.0580   0.4661   1.0000
   6.000   0.9037   0.02824   0.01927  -0.0510   0.4602   1.0000
   6.250   0.9048   0.02867   0.01969  -0.0470   0.4548   1.0000
   6.500   0.9213   0.02882   0.01975  -0.0452   0.4502   1.0000
   6.750   0.9290   0.02924   0.02012  -0.0423   0.4452   1.0000
   7.000   0.9173   0.03023   0.02117  -0.0367   0.4391   1.0000
   7.250   0.9248   0.03073   0.02165  -0.0339   0.4337   1.0000
   7.500   0.9477   0.03078   0.02160  -0.0331   0.4291   1.0000
   7.750   0.9414   0.03184   0.02270  -0.0287   0.4233   1.0000
   8.000   0.9369   0.03292   0.02383  -0.0247   0.4171   1.0000
   8.250   0.9522   0.03328   0.02414  -0.0231   0.4121   1.0000
   8.500   0.9755   0.03338   0.02414  -0.0224   0.4078   1.0000
   8.750   0.9538   0.03539   0.02629  -0.0170   0.4007   1.0000
   9.000   0.9608   0.03621   0.02710  -0.0147   0.3951   1.0000
   9.250   0.9869   0.03613   0.02692  -0.0143   0.3906   1.0000
   9.500   0.9720   0.03818   0.02908  -0.0102   0.3840   1.0000
   9.750   0.9701   0.03964   0.03058  -0.0075   0.3777   1.0000
  10.000   0.9923   0.03974   0.03060  -0.0069   0.3731   1.0000
  10.250   0.9877   0.04151   0.03242  -0.0042   0.3671   1.0000
  10.500   0.9775   0.04375   0.03474  -0.0014   0.3602   1.0000
  10.750   0.9982   0.04393   0.03486  -0.0006   0.3555   1.0000
  11.000   0.9997   0.04552   0.03647   0.0012   0.3498   1.0000
  11.250   0.9821   0.04862   0.03968   0.0039   0.3422   1.0000
  11.500   1.0037   0.04874   0.03974   0.0044   0.3377   1.0000
  11.750   0.9990   0.05103   0.04208   0.0062   0.3315   1.0000
  12.000   0.9845   0.05428   0.04542   0.0080   0.3241   1.0000
  12.250   1.0095   0.05409   0.04516   0.0085   0.3200   1.0000
  12.500   0.9882   0.05818   0.04935   0.0102   0.3125   1.0000
  12.750   0.9855   0.06063   0.05184   0.0112   0.3059   1.0000
  13.000   1.0157   0.05987   0.05101   0.0115   0.3024   1.0000
  13.250   0.9723   0.06664   0.05796   0.0130   0.2928   1.0000
  13.500   0.9891   0.06721   0.05849   0.0135   0.2881   1.0000
  13.750   1.0236   0.06588   0.05707   0.0138   0.2851   1.0000
  14.000   0.9663   0.07471   0.06612   0.0145   0.2743   1.0000
  14.250   0.9925   0.07422   0.06557   0.0150   0.2709   1.0000
  14.750   0.9642   0.08280   0.07430   0.0153   0.2569   1.0000
  15.000   0.9965   0.08148   0.07291   0.0158   0.2544   1.0000
  15.250   0.9391   0.09148   0.08309   0.0150   0.2432   1.0000
  15.500   0.9665   0.09065   0.08222   0.0155   0.2404   1.0000
  15.750   1.0010   0.08893   0.08043   0.0161   0.2384   1.0000
  16.250   0.9670   0.09901   0.09066   0.0151   0.2247   1.0000
  16.500   1.0033   0.09694   0.08851   0.0157   0.2231   1.0000
  17.000   0.9687   0.10741   0.09914   0.0141   0.2098   1.0000
  17.500   0.9357   0.11816   0.11004   0.0118   0.1967   1.0000
  17.750   0.9688   0.11624   0.10806   0.0125   0.1955   1.0000
  18.250   0.9358   0.12727   0.11924   0.0096   0.1828   1.0000
  18.750   0.9078   0.13799   0.13007   0.0062   0.1705   1.0000
  19.000   0.9353   0.13666   0.12871   0.0068   0.1697   1.0000
