  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0024                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   1.250   0.1238   0.01995   0.01061   0.0040   0.5508   0.6589
   1.500   0.1453   0.01999   0.01061   0.0052   0.5403   0.6716
   1.750   0.1735   0.02011   0.01076   0.0055   0.5306   0.6817
   2.000   0.1942   0.02017   0.01083   0.0069   0.5199   0.6947
   2.250   0.2234   0.02032   0.01095   0.0071   0.5109   0.7048
   2.500   0.2431   0.02042   0.01109   0.0086   0.5003   0.7181
   2.750   0.2717   0.02060   0.01127   0.0088   0.4908   0.7280
   3.000   0.2921   0.02072   0.01140   0.0103   0.4812   0.7414
   3.250   0.3200   0.02094   0.01166   0.0106   0.4714   0.7513
   3.500   0.3412   0.02108   0.01177   0.0119   0.4626   0.7646
   3.750   0.3685   0.02135   0.01210   0.0122   0.4525   0.7743
   4.000   0.3907   0.02151   0.01217   0.0134   0.4444   0.7876
   4.250   0.4170   0.02182   0.01258   0.0139   0.4342   0.7968
   4.500   0.4391   0.02201   0.01271   0.0151   0.4260   0.8097
   4.750   0.4656   0.02235   0.01311   0.0155   0.4164   0.8190
   5.000   0.4875   0.02260   0.01334   0.0167   0.4079   0.8311
   5.250   0.5140   0.02294   0.01367   0.0170   0.3993   0.8406
   5.500   0.5368   0.02326   0.01403   0.0180   0.3903   0.8517
   5.750   0.5625   0.02358   0.01425   0.0184   0.3827   0.8617
   6.000   0.5868   0.02399   0.01475   0.0190   0.3733   0.8715
   6.250   0.6086   0.02430   0.01502   0.0201   0.3655   0.8825
   6.500   0.6373   0.02476   0.01550   0.0198   0.3569   0.8907
   6.750   0.6557   0.02510   0.01585   0.0213   0.3489   0.9028
   7.000   0.6881   0.02559   0.01627   0.0202   0.3409   0.9093
   7.250   0.7044   0.02599   0.01673   0.0220   0.3328   0.9221
   7.500   0.7387   0.02651   0.01718   0.0204   0.3247   0.9276
   7.750   0.7628   0.02704   0.01776   0.0206   0.3166   0.9374
   8.000   0.7898   0.02754   0.01825   0.0201   0.3086   0.9452
   8.250   0.8196   0.02810   0.01879   0.0190   0.3010   0.9524
   8.500   0.8422   0.02865   0.01938   0.0191   0.2933   0.9616
   8.750   0.8733   0.02919   0.01982   0.0176   0.2864   0.9679
   9.000   0.8952   0.02985   0.02059   0.0175   0.2787   0.9770
   9.250   0.9240   0.03046   0.02118   0.0161   0.2715   0.9831
   9.500   0.9493   0.03118   0.02192   0.0153   0.2647   0.9907
   9.750   0.9759   0.03192   0.02271   0.0139   0.2574   0.9966
  10.000   0.9896   0.03251   0.02321   0.0150   0.2524   1.0000
  10.250   0.9798   0.03305   0.02381   0.0201   0.2482   1.0000
  10.500   0.9715   0.03366   0.02445   0.0248   0.2438   1.0000
  10.750   0.9659   0.03428   0.02507   0.0291   0.2397   1.0000
  11.000   0.9656   0.03488   0.02557   0.0326   0.2359   1.0000
  11.250   0.9607   0.03579   0.02655   0.0363   0.2315   1.0000
  11.500   0.9578   0.03675   0.02755   0.0395   0.2270   1.0000
  11.750   0.9582   0.03767   0.02844   0.0422   0.2228   1.0000
  12.000   0.9621   0.03856   0.02926   0.0445   0.2190   1.0000
  12.250   0.9593   0.03996   0.03077   0.0470   0.2145   1.0000
  12.500   0.9599   0.04128   0.03212   0.0489   0.2101   1.0000
  12.750   0.9653   0.04240   0.03319   0.0505   0.2063   1.0000
  13.000   0.9671   0.04393   0.03475   0.0519   0.2023   1.0000
  13.250   0.9658   0.04580   0.03671   0.0532   0.1979   1.0000
  13.500   0.9689   0.04740   0.03833   0.0542   0.1940   1.0000
  13.750   0.9790   0.04849   0.03932   0.0550   0.1906   1.0000
  14.000   0.9723   0.05117   0.04216   0.0557   0.1865   1.0000
  14.250   0.9708   0.05348   0.04455   0.0562   0.1826   1.0000
  14.500   0.9759   0.05523   0.04628   0.0566   0.1791   1.0000
  14.750   0.9805   0.05710   0.04815   0.0570   0.1759   1.0000
  15.000   0.9703   0.06063   0.05185   0.0568   0.1720   1.0000
  15.250   0.9681   0.06341   0.05469   0.0567   0.1685   1.0000
  15.500   0.9760   0.06508   0.05632   0.0568   0.1655   1.0000
  15.750   0.9713   0.06830   0.05961   0.0564   0.1624   1.0000
  16.000   0.9539   0.07319   0.06469   0.0553   0.1587   1.0000
  16.250   0.9505   0.07646   0.06801   0.0546   0.1555   1.0000
  16.500   0.9638   0.07759   0.06908   0.0546   0.1529   1.0000
  16.750   0.9374   0.08407   0.07576   0.0526   0.1496   1.0000
  17.000   0.8981   0.09269   0.08463   0.0494   0.1456   1.0000
  17.250   0.9033   0.09506   0.08699   0.0488   0.1429   1.0000
