  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0024                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -3.000  -0.2948   0.01141   0.00422  -0.0085   0.5904   0.3653
  -2.500  -0.2462   0.01130   0.00408  -0.0070   0.5688   0.3817
  -2.250  -0.2228   0.01124   0.00402  -0.0061   0.5579   0.3899
  -2.000  -0.1978   0.01119   0.00397  -0.0055   0.5479   0.3988
  -1.750  -0.1733   0.01117   0.00392  -0.0047   0.5372   0.4067
  -1.500  -0.1489   0.01112   0.00388  -0.0040   0.5277   0.4158
  -1.250  -0.1235   0.01112   0.00385  -0.0035   0.5170   0.4240
  -1.000  -0.0996   0.01107   0.00382  -0.0026   0.5077   0.4330
  -0.750  -0.0742   0.01106   0.00380  -0.0021   0.4977   0.4420
  -0.500  -0.0500   0.01106   0.00378  -0.0013   0.4879   0.4505
  -0.250  -0.0248   0.01103   0.00377  -0.0007   0.4786   0.4602
   0.000   0.0000   0.01106   0.00377   0.0000   0.4688   0.4688
   0.250   0.0248   0.01103   0.00377   0.0007   0.4602   0.4787
   0.500   0.0500   0.01106   0.00378   0.0013   0.4505   0.4880
   0.750   0.0742   0.01106   0.00380   0.0020   0.4420   0.4977
   1.000   0.0996   0.01107   0.00382   0.0026   0.4330   0.5078
   1.250   0.1235   0.01112   0.00385   0.0035   0.4240   0.5170
   1.500   0.1489   0.01112   0.00388   0.0040   0.4157   0.5276
   1.750   0.1733   0.01117   0.00392   0.0047   0.4067   0.5372
   2.000   0.1978   0.01119   0.00397   0.0055   0.3988   0.5478
   2.250   0.2228   0.01124   0.00402   0.0061   0.3900   0.5579
   2.500   0.2462   0.01130   0.00408   0.0070   0.3817   0.5688
   3.000   0.2949   0.01141   0.00422   0.0085   0.3653   0.5904
   3.250   0.3196   0.01148   0.00430   0.0091   0.3578   0.6013
   3.500   0.3433   0.01153   0.00438   0.0100   0.3497   0.6125
   3.750   0.3666   0.01165   0.00449   0.0109   0.3420   0.6240
   4.000   0.3906   0.01170   0.00458   0.0117   0.3345   0.6356
   4.250   0.4137   0.01182   0.00470   0.0126   0.3265   0.6474
   4.500   0.4367   0.01190   0.00482   0.0136   0.3196   0.6595
   4.750   0.4601   0.01201   0.00494   0.0144   0.3118   0.6715
   5.000   0.4812   0.01214   0.00509   0.0157   0.3044   0.6842
   5.250   0.5039   0.01224   0.00522   0.0167   0.2975   0.6964
   5.500   0.5237   0.01236   0.00538   0.0183   0.2901   0.7094
   5.750   0.5440   0.01251   0.00554   0.0197   0.2836   0.7218
   6.000   0.5652   0.01264   0.00571   0.0209   0.2766   0.7353
   6.250   0.5855   0.01286   0.00594   0.0223   0.2697   0.7479
   6.500   0.6079   0.01303   0.00616   0.0232   0.2636   0.7617
   6.750   0.6293   0.01324   0.00640   0.0243   0.2567   0.7746
   7.000   0.6501   0.01350   0.00667   0.0255   0.2505   0.7881
   7.250   0.6719   0.01371   0.00694   0.0265   0.2443   0.8017
   7.500   0.6922   0.01400   0.00725   0.0277   0.2379   0.8148
   7.750   0.7128   0.01427   0.00756   0.0288   0.2323   0.8289
   8.000   0.7335   0.01455   0.00788   0.0299   0.2264   0.8418
   8.250   0.7522   0.01492   0.00826   0.0312   0.2205   0.8560
   8.500   0.7725   0.01522   0.00862   0.0324   0.2154   0.8691
   8.750   0.7918   0.01559   0.00901   0.0336   0.2099   0.8821
   9.000   0.8090   0.01604   0.00947   0.0351   0.2046   0.8958
   9.250   0.8286   0.01641   0.00989   0.0362   0.1998   0.9078
   9.500   0.8463   0.01686   0.01036   0.0375   0.1946   0.9209
   9.750   0.8638   0.01741   0.01091   0.0388   0.1898   0.9323
  10.000   0.8831   0.01788   0.01141   0.0398   0.1851   0.9435
  10.250   0.9030   0.01848   0.01200   0.0404   0.1800   0.9537
  10.500   0.9231   0.01912   0.01265   0.0408   0.1755   0.9627
  10.750   0.9467   0.01974   0.01328   0.0405   0.1707   0.9705
  11.000   0.9677   0.02051   0.01403   0.0405   0.1658   0.9779
  11.250   0.9929   0.02126   0.01478   0.0396   0.1614   0.9832
  11.500   1.0156   0.02205   0.01558   0.0391   0.1568   0.9893
  11.750   1.0387   0.02304   0.01654   0.0381   0.1524   0.9928
  12.000   1.0647   0.02387   0.01740   0.0369   0.1484   0.9957
  12.250   1.0878   0.02490   0.01842   0.0358   0.1441   0.9990
  12.750   1.0999   0.02673   0.02028   0.0398   0.1382   1.0000
  13.000   1.1054   0.02773   0.02128   0.0418   0.1352   1.0000
  13.250   1.1111   0.02890   0.02246   0.0435   0.1321   1.0000
  13.500   1.1177   0.03017   0.02374   0.0448   0.1294   1.0000
  13.750   1.1269   0.03139   0.02499   0.0457   0.1267   1.0000
  14.000   1.1349   0.03277   0.02639   0.0465   0.1238   1.0000
  14.250   1.1410   0.03439   0.02801   0.0473   0.1211   1.0000
  14.500   1.1484   0.03599   0.02964   0.0479   0.1187   1.0000
  14.750   1.1568   0.03756   0.03125   0.0483   0.1161   1.0000
  15.000   1.1627   0.03939   0.03310   0.0487   0.1136   1.0000
  15.250   1.1662   0.04150   0.03523   0.0490   0.1113   1.0000
  15.500   1.1726   0.04339   0.03716   0.0491   0.1092   1.0000
  15.750   1.1784   0.04539   0.03921   0.0492   0.1069   1.0000
  16.000   1.1819   0.04767   0.04152   0.0492   0.1048   1.0000
  16.250   1.1833   0.05016   0.04404   0.0491   0.1027   1.0000
  16.500   1.1861   0.05259   0.04651   0.0490   0.1009   1.0000
  16.750   1.1898   0.05497   0.04895   0.0487   0.0990   1.0000
  17.000   1.1920   0.05752   0.05155   0.0484   0.0971   1.0000
  17.250   1.1910   0.06046   0.05453   0.0480   0.0953   1.0000
  17.500   1.1880   0.06366   0.05777   0.0475   0.0936   1.0000
  17.750   1.1914   0.06619   0.06036   0.0470   0.0920   1.0000
  18.000   1.1913   0.06916   0.06339   0.0464   0.0903   1.0000
  18.250   1.1903   0.07223   0.06651   0.0457   0.0887   1.0000
  18.500   1.1865   0.07567   0.06999   0.0449   0.0872   1.0000
  18.750   1.1815   0.07930   0.07366   0.0440   0.0859   1.0000
  19.000   1.1829   0.08219   0.07662   0.0432   0.0845   1.0000
  19.250   1.1809   0.08554   0.08003   0.0422   0.0830   1.0000
