  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 0024                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -6.500  -0.7275   0.03952   0.02872  -0.0010   0.9420   0.3990
  -6.250  -0.7040   0.03905   0.02825  -0.0009   0.9300   0.4075
  -6.000  -0.6638   0.03869   0.02790  -0.0036   0.9226   0.4177
  -5.750  -0.6482   0.03805   0.02720  -0.0023   0.9093   0.4269
  -5.500  -0.6023   0.03788   0.02710  -0.0055   0.9025   0.4368
  -5.250  -0.5924   0.03716   0.02628  -0.0033   0.8885   0.4468
  -5.000  -0.5421   0.03710   0.02633  -0.0069   0.8820   0.4563
  -4.750  -0.5360   0.03635   0.02545  -0.0041   0.8679   0.4671
  -4.500  -0.4852   0.03636   0.02559  -0.0075   0.8609   0.4761
  -4.250  -0.4726   0.03582   0.02497  -0.0054   0.8480   0.4869
  -4.000  -0.4316   0.03567   0.02490  -0.0073   0.8393   0.4962
  -3.750  -0.4107   0.03528   0.02448  -0.0062   0.8279   0.5069
  -3.500  -0.3794   0.03503   0.02426  -0.0066   0.8175   0.5167
  -3.250  -0.3479   0.03471   0.02394  -0.0070   0.8084   0.5275
  -3.000  -0.3277   0.03446   0.02369  -0.0057   0.7957   0.5376
  -2.750  -0.2845   0.03414   0.02339  -0.0077   0.7889   0.5486
  -2.500  -0.2765   0.03396   0.02318  -0.0045   0.7739   0.5589
  -2.250  -0.2312   0.03376   0.02302  -0.0066   0.7666   0.5692
  -2.000  -0.2253   0.03354   0.02276  -0.0032   0.7522   0.5806
  -1.750  -0.1789   0.03343   0.02270  -0.0054   0.7441   0.5901
  -1.500  -0.1737   0.03318   0.02241  -0.0018   0.7306   0.6026
  -1.250  -0.1274   0.03318   0.02246  -0.0039   0.7217   0.6114
  -1.000  -0.1184   0.03296   0.02219  -0.0009   0.7091   0.6242
  -0.750  -0.0762   0.03300   0.02229  -0.0024   0.6993   0.6331
  -0.500  -0.0591   0.03288   0.02214  -0.0005   0.6879   0.6454
  -0.250  -0.0254   0.03291   0.02219  -0.0008   0.6770   0.6549
   0.000   0.0000   0.03286   0.02212   0.0000   0.6667   0.6667
   0.250   0.0254   0.03291   0.02219   0.0008   0.6549   0.6770
   0.500   0.0591   0.03288   0.02214   0.0005   0.6454   0.6879
   0.750   0.0763   0.03300   0.02229   0.0024   0.6331   0.6993
   1.000   0.1184   0.03296   0.02219   0.0009   0.6242   0.7091
   1.250   0.1274   0.03318   0.02246   0.0039   0.6114   0.7217
   1.500   0.1736   0.03318   0.02241   0.0018   0.6026   0.7306
   1.750   0.1789   0.03343   0.02270   0.0054   0.5901   0.7441
   2.000   0.2253   0.03353   0.02276   0.0032   0.5806   0.7522
   2.250   0.2313   0.03376   0.02302   0.0066   0.5691   0.7666
   2.500   0.2765   0.03395   0.02318   0.0045   0.5589   0.7739
   2.750   0.2845   0.03414   0.02339   0.0077   0.5486   0.7889
   3.000   0.3277   0.03445   0.02368   0.0057   0.5376   0.7957
   3.250   0.3478   0.03471   0.02393   0.0070   0.5275   0.8084
   3.500   0.3794   0.03503   0.02426   0.0066   0.5167   0.8176
   3.750   0.4107   0.03527   0.02447   0.0062   0.5069   0.8279
   4.000   0.4316   0.03566   0.02490   0.0073   0.4962   0.8393
   4.250   0.4726   0.03582   0.02496   0.0054   0.4869   0.8480
   4.500   0.4853   0.03635   0.02558   0.0075   0.4761   0.8609
   4.750   0.5360   0.03634   0.02544   0.0041   0.4671   0.8680
   5.000   0.5423   0.03710   0.02632   0.0069   0.4563   0.8820
   5.250   0.5925   0.03715   0.02627   0.0033   0.4468   0.8886
   5.500   0.6025   0.03787   0.02709   0.0055   0.4368   0.9026
   5.750   0.6483   0.03804   0.02719   0.0022   0.4268   0.9093
   6.000   0.6641   0.03868   0.02789   0.0035   0.4177   0.9227
   6.250   0.7042   0.03903   0.02823   0.0009   0.4075   0.9301
   6.500   0.7279   0.03951   0.02871   0.0009   0.3990   0.9421
   6.750   0.7607   0.04013   0.02938  -0.0010   0.3886   0.9506
   7.000   0.7941   0.04035   0.02952  -0.0024   0.3806   0.9605
   7.250   0.8180   0.04131   0.03061  -0.0034   0.3703   0.9703
   7.500   0.8628   0.04115   0.03029  -0.0064   0.3626   0.9779
   7.750   0.8770   0.04258   0.03194  -0.0065   0.3524   0.9888
   8.000   0.9195   0.04260   0.03185  -0.0095   0.3443   0.9957
   8.250   0.9174   0.04377   0.03314  -0.0065   0.3371   1.0000
   8.500   0.8968   0.04469   0.03411  -0.0002   0.3317   1.0000
   8.750   0.8929   0.04500   0.03436   0.0042   0.3268   1.0000
   9.000   0.8909   0.04537   0.03465   0.0083   0.3220   1.0000
   9.250   0.8370   0.04740   0.03682   0.0180   0.3176   1.0000
   9.500   0.8045   0.04922   0.03869   0.0245   0.3124   1.0000
   9.750   0.8149   0.04936   0.03874   0.0269   0.3073   1.0000
  10.000   0.8024   0.05077   0.04012   0.0310   0.3024   1.0000
  10.250   0.7164   0.05721   0.04677   0.0381   0.2952   1.0000
  10.500   0.7278   0.05763   0.04712   0.0400   0.2901   1.0000
  10.750   0.7831   0.05502   0.04430   0.0401   0.2864   1.0000
  11.000   0.6248   0.07091   0.06056   0.0437   0.2730   1.0000
  11.250   0.6628   0.06874   0.05830   0.0453   0.2705   1.0000
  11.750   0.5521   0.08772   0.07743   0.0431   0.2488   1.0000
  12.250   0.5480   0.09403   0.08375   0.0430   0.2369   1.0000
  12.750   0.5136   0.10549   0.09524   0.0405   0.2222   1.0000
  13.000   0.5275   0.10657   0.09629   0.0409   0.2190   1.0000
