  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 2424                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
 -12.000  -0.7764   0.02107   0.01473  -0.0966   0.9342   0.1284
 -11.750  -0.7545   0.02030   0.01394  -0.0969   0.9286   0.1316
 -11.500  -0.7303   0.01951   0.01315  -0.0976   0.9227   0.1354
 -11.250  -0.6988   0.01884   0.01245  -0.0994   0.9186   0.1391
 -11.000  -0.6645   0.01813   0.01174  -0.1019   0.9147   0.1433
 -10.750  -0.6372   0.01755   0.01114  -0.1029   0.9073   0.1475
 -10.500  -0.6022   0.01704   0.01060  -0.1051   0.9004   0.1516
 -10.000  -0.5396   0.01604   0.00957  -0.1083   0.8839   0.1609
  -9.750  -0.5041   0.01565   0.00913  -0.1106   0.8749   0.1653
  -9.500  -0.4782   0.01525   0.00872  -0.1110   0.8645   0.1700
  -9.250  -0.4471   0.01493   0.00835  -0.1123   0.8542   0.1755
  -9.000  -0.4188   0.01461   0.00800  -0.1131   0.8436   0.1797
  -8.750  -0.3926   0.01431   0.00768  -0.1133   0.8318   0.1850
  -8.500  -0.3691   0.01408   0.00739  -0.1129   0.8201   0.1894
  -8.250  -0.3483   0.01382   0.00709  -0.1120   0.8071   0.1942
  -8.000  -0.3301   0.01360   0.00684  -0.1104   0.7944   0.1989
  -7.750  -0.3102   0.01344   0.00660  -0.1091   0.7809   0.2041
  -7.500  -0.2949   0.01323   0.00637  -0.1069   0.7680   0.2084
  -7.250  -0.2788   0.01306   0.00616  -0.1048   0.7556   0.2138
  -7.000  -0.2629   0.01293   0.00598  -0.1026   0.7432   0.2187
  -6.750  -0.2478   0.01278   0.00579  -0.1002   0.7320   0.2232
  -6.500  -0.2345   0.01264   0.00563  -0.0974   0.7193   0.2293
  -6.250  -0.2197   0.01254   0.00548  -0.0949   0.7078   0.2343
  -6.000  -0.2066   0.01243   0.00534  -0.0920   0.6963   0.2395
  -5.750  -0.1932   0.01232   0.00520  -0.0891   0.6861   0.2455
  -5.500  -0.1799   0.01224   0.00509  -0.0862   0.6745   0.2515
  -5.250  -0.1677   0.01216   0.00497  -0.0830   0.6643   0.2567
  -5.000  -0.1556   0.01206   0.00487  -0.0798   0.6542   0.2627
  -4.750  -0.1434   0.01202   0.00478  -0.0766   0.6439   0.2686
  -4.500  -0.1315   0.01194   0.00469  -0.0733   0.6336   0.2742
  -4.250  -0.1228   0.01189   0.00461  -0.0693   0.6241   0.2801
  -4.000  -0.1111   0.01183   0.00455  -0.0659   0.6153   0.2870
  -3.750  -0.1031   0.01181   0.00449  -0.0617   0.6057   0.2918
  -3.500  -0.0978   0.01175   0.00442  -0.0570   0.5978   0.2983
  -3.250  -0.0905   0.01171   0.00438  -0.0527   0.5887   0.3048
  -3.000  -0.0841   0.01173   0.00434  -0.0481   0.5801   0.3100
  -2.750  -0.0778   0.01167   0.00429  -0.0435   0.5727   0.3166
  -2.500  -0.0674   0.01163   0.00426  -0.0398   0.5648   0.3238
  -2.250  -0.0560   0.01164   0.00422  -0.0363   0.5568   0.3303
  -2.000  -0.0431   0.01157   0.00418  -0.0331   0.5503   0.3375
  -1.750  -0.0300   0.01154   0.00416  -0.0300   0.5427   0.3455
  -1.500  -0.0177   0.01156   0.00415  -0.0267   0.5354   0.3527
  -1.250  -0.0045   0.01151   0.00413  -0.0236   0.5289   0.3613
  -1.000   0.0109   0.01150   0.00412  -0.0209   0.5220   0.3700
  -0.750   0.0242   0.01151   0.00412  -0.0178   0.5146   0.3779
  -0.500   0.0390   0.01150   0.00412  -0.0151   0.5085   0.3879
  -0.250   0.0562   0.01149   0.00413  -0.0128   0.5025   0.3972
   0.000   0.0701   0.01148   0.00414  -0.0099   0.4960   0.4071
   0.500   0.1012   0.01149   0.00419  -0.0047   0.4837   0.4281
   0.750   0.1180   0.01151   0.00422  -0.0024   0.4772   0.4404
   1.000   0.1319   0.01153   0.00426   0.0005   0.4707   0.4527
   1.500   0.1645   0.01155   0.00437   0.0053   0.4589   0.4798
   1.750   0.1803   0.01158   0.00443   0.0077   0.4529   0.4933
   2.000   0.1948   0.01165   0.00451   0.0104   0.4465   0.5079
   2.250   0.2124   0.01166   0.00458   0.0125   0.4404   0.5220
   2.500   0.2293   0.01172   0.00467   0.0147   0.4345   0.5371
   2.750   0.2437   0.01179   0.00477   0.0173   0.4285   0.5530
   3.000   0.2611   0.01185   0.00487   0.0194   0.4229   0.5668
   3.250   0.2788   0.01191   0.00498   0.0214   0.4165   0.5840
   3.500   0.2936   0.01200   0.00511   0.0239   0.4100   0.5997
   3.750   0.3101   0.01212   0.00526   0.0261   0.4040   0.6149
   4.000   0.3287   0.01218   0.00539   0.0278   0.3983   0.6327
   4.250   0.3455   0.01229   0.00555   0.0298   0.3919   0.6491
   4.500   0.3614   0.01246   0.00573   0.0320   0.3859   0.6653
   4.750   0.3812   0.01254   0.00589   0.0334   0.3800   0.6844
   5.000   0.3996   0.01266   0.00609   0.0350   0.3735   0.7043
   5.250   0.4168   0.01286   0.00632   0.0368   0.3668   0.7242
   5.500   0.4390   0.01296   0.00653   0.0376   0.3613   0.7472
   5.750   0.4616   0.01312   0.00678   0.0383   0.3544   0.7722
   6.250   0.5231   0.01350   0.00734   0.0362   0.3414   0.8283
   6.500   0.5674   0.01377   0.00768   0.0322   0.3331   0.8549
   6.750   0.6173   0.01409   0.00807   0.0270   0.3252   0.8802
   7.000   0.6735   0.01453   0.00854   0.0206   0.3159   0.8999
   7.250   0.7264   0.01507   0.00908   0.0148   0.3080   0.9134
   7.500   0.7719   0.01562   0.00962   0.0105   0.2993   0.9232
   7.750   0.8073   0.01624   0.01022   0.0082   0.2918   0.9325
   8.000   0.8359   0.01676   0.01073   0.0073   0.2845   0.9440
   8.250   0.8576   0.01739   0.01133   0.0077   0.2774   0.9547
   8.500   0.8762   0.01794   0.01187   0.0086   0.2714   0.9665
   8.750   0.8924   0.01862   0.01252   0.0100   0.2643   0.9767
   9.000   0.9199   0.01928   0.01316   0.0089   0.2573   0.9805
   9.250   0.9466   0.01994   0.01380   0.0080   0.2498   0.9847
   9.500   0.9686   0.02077   0.01459   0.0077   0.2435   0.9887
   9.750   0.9935   0.02146   0.01528   0.0071   0.2370   0.9919
  10.000   1.0178   0.02233   0.01611   0.0061   0.2299   0.9951
  10.250   1.0445   0.02308   0.01685   0.0049   0.2236   0.9976
  10.500   1.0702   0.02391   0.01767   0.0037   0.2172   0.9994
  10.750   1.0828   0.02483   0.01856   0.0048   0.2123   1.0000
  11.000   1.0913   0.02555   0.01930   0.0070   0.2079   1.0000
  11.250   1.0967   0.02650   0.02024   0.0093   0.2029   1.0000
  11.500   1.1018   0.02752   0.02125   0.0116   0.1990   1.0000
  11.750   1.1103   0.02841   0.02215   0.0134   0.1949   1.0000
  12.000   1.1175   0.02941   0.02316   0.0153   0.1905   1.0000
  12.250   1.1214   0.03068   0.02442   0.0173   0.1863   1.0000
  12.500   1.1295   0.03174   0.02550   0.0188   0.1829   1.0000
  12.750   1.1361   0.03295   0.02672   0.0204   0.1786   1.0000
  13.000   1.1409   0.03431   0.02809   0.0220   0.1746   1.0000
  13.250   1.1457   0.03574   0.02953   0.0235   0.1708   1.0000
  13.500   1.1534   0.03699   0.03081   0.0247   0.1673   1.0000
  13.750   1.1572   0.03859   0.03241   0.0260   0.1632   1.0000
  14.000   1.1600   0.04030   0.03413   0.0273   0.1601   1.0000
  14.250   1.1669   0.04174   0.03560   0.0282   0.1569   1.0000
  14.500   1.1708   0.04345   0.03733   0.0293   0.1528   1.0000
  14.750   1.1728   0.04536   0.03925   0.0303   0.1498   1.0000
  15.000   1.1767   0.04716   0.04109   0.0311   0.1471   1.0000
  15.250   1.1816   0.04891   0.04287   0.0318   0.1438   1.0000
  15.500   1.1839   0.05093   0.04491   0.0325   0.1408   1.0000
  15.750   1.1832   0.05322   0.04721   0.0332   0.1375   1.0000
  16.000   1.1870   0.05519   0.04923   0.0337   0.1346   1.0000
  16.250   1.1899   0.05725   0.05132   0.0342   0.1317   1.0000
  16.500   1.1886   0.05977   0.05386   0.0346   0.1288   1.0000
  16.750   1.1899   0.06206   0.05617   0.0350   0.1259   1.0000
  17.000   1.1910   0.06439   0.05855   0.0352   0.1233   1.0000
  17.250   1.1898   0.06700   0.06118   0.0354   0.1199   1.0000
  17.500   1.1867   0.06988   0.06408   0.0355   0.1171   1.0000
  17.750   1.1890   0.07217   0.06642   0.0355   0.1144   1.0000
  18.000   1.1847   0.07525   0.06952   0.0354   0.1107   1.0000
  18.250   1.1813   0.07823   0.07252   0.0353   0.1081   1.0000
  18.500   1.1824   0.08076   0.07511   0.0351   0.1059   1.0000
  18.750   1.1816   0.08353   0.07791   0.0349   0.1033   1.0000
  19.000   1.1773   0.08676   0.08117   0.0345   0.1011   1.0000
  19.250   1.1759   0.08963   0.08407   0.0341   0.0993   1.0000
