  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 2424                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -3.250  -0.1747   0.02159   0.01201  -0.0380   0.7172   0.4072
  -3.000  -0.1650   0.02152   0.01190  -0.0344   0.7073   0.4170
  -2.750  -0.1425   0.02132   0.01176  -0.0332   0.6984   0.4269
  -2.500  -0.1020   0.02102   0.01137  -0.0354   0.6921   0.4412
  -2.250  -0.1025   0.02104   0.01150  -0.0298   0.6810   0.4493
  -2.000  -0.0758   0.02086   0.01128  -0.0294   0.6731   0.4624
  -1.750  -0.0500   0.02072   0.01118  -0.0288   0.6654   0.4746
  -1.500  -0.0430   0.02070   0.01116  -0.0247   0.6557   0.4863
  -1.250  -0.0106   0.02052   0.01102  -0.0253   0.6484   0.5005
  -1.000   0.0013   0.02050   0.01100  -0.0220   0.6398   0.5135
  -0.750   0.0162   0.02047   0.01103  -0.0193   0.6312   0.5264
  -0.500   0.0505   0.02033   0.01087  -0.0203   0.6243   0.5425
  -0.250   0.0563   0.02037   0.01096  -0.0159   0.6158   0.5559
   0.000   0.0733   0.02035   0.01099  -0.0136   0.6075   0.5705
   0.250   0.1078   0.02026   0.01085  -0.0146   0.6010   0.5880
   0.500   0.1127   0.02035   0.01104  -0.0100   0.5926   0.6018
   0.750   0.1307   0.02037   0.01110  -0.0079   0.5848   0.6177
   1.000   0.1639   0.02030   0.01098  -0.0086   0.5785   0.6363
   1.250   0.1726   0.02045   0.01125  -0.0049   0.5702   0.6511
   1.500   0.1916   0.02052   0.01136  -0.0030   0.5626   0.6679
   1.750   0.2247   0.02049   0.01128  -0.0037   0.5563   0.6867
   2.000   0.2397   0.02071   0.01163  -0.0012   0.5483   0.7031
   2.250   0.2623   0.02085   0.01182   0.0000   0.5407   0.7207
   2.500   0.2988   0.02089   0.01182  -0.0014   0.5343   0.7397
   2.750   0.3191   0.02118   0.01221   0.0000   0.5264   0.7572
   3.000   0.3493   0.02142   0.01250  -0.0004   0.5185   0.7746
   3.250   0.3917   0.02155   0.01257  -0.0029   0.5119   0.7920
   3.500   0.4108   0.02190   0.01302  -0.0014   0.5039   0.8106
   3.750   0.4519   0.02226   0.01341  -0.0040   0.4956   0.8247
   4.000   0.4945   0.02245   0.01350  -0.0066   0.4889   0.8402
   4.250   0.5243   0.02297   0.01414  -0.0073   0.4801   0.8539
   4.500   0.5612   0.02330   0.01445  -0.0091   0.4724   0.8669
   4.750   0.6026   0.02368   0.01478  -0.0116   0.4650   0.8776
   5.000   0.6266   0.02415   0.01531  -0.0112   0.4567   0.8905
   5.250   0.6650   0.02451   0.01561  -0.0132   0.4493   0.8999
   5.500   0.6915   0.02496   0.01607  -0.0132   0.4419   0.9115
   5.750   0.7205   0.02547   0.01661  -0.0138   0.4337   0.9212
   6.000   0.7549   0.02578   0.01682  -0.0152   0.4269   0.9313
   6.250   0.7771   0.02636   0.01746  -0.0148   0.4189   0.9431
   6.500   0.8069   0.02679   0.01789  -0.0158   0.4108   0.9525
   6.750   0.8368   0.02716   0.01818  -0.0166   0.4042   0.9631
   7.000   0.8617   0.02777   0.01886  -0.0172   0.3957   0.9729
   7.250   0.8944   0.02813   0.01917  -0.0188   0.3884   0.9810
   7.500   0.9236   0.02868   0.01974  -0.0201   0.3807   0.9893
   7.750   0.9537   0.02921   0.02029  -0.0218   0.3723   0.9970
   8.000   0.9779   0.02948   0.02044  -0.0219   0.3663   1.0000
   8.250   0.9648   0.03007   0.02111  -0.0160   0.3604   1.0000
   8.500   0.9601   0.03058   0.02162  -0.0114   0.3547   1.0000
   8.750   0.9640   0.03094   0.02189  -0.0080   0.3493   1.0000
   9.000   0.9614   0.03160   0.02256  -0.0039   0.3436   1.0000
   9.250   0.9577   0.03238   0.02338   0.0001   0.3375   1.0000
   9.500   0.9622   0.03294   0.02388   0.0031   0.3319   1.0000
   9.750   0.9659   0.03363   0.02453   0.0061   0.3263   1.0000
  10.000   0.9624   0.03469   0.02566   0.0096   0.3202   1.0000
  10.250   0.9667   0.03546   0.02639   0.0123   0.3144   1.0000
  10.500   0.9737   0.03619   0.02706   0.0146   0.3090   1.0000
  10.750   0.9687   0.03757   0.02853   0.0177   0.3027   1.0000
  11.000   0.9730   0.03854   0.02947   0.0200   0.2971   1.0000
  11.250   0.9812   0.03935   0.03022   0.0219   0.2918   1.0000
  11.500   0.9749   0.04109   0.03206   0.0246   0.2855   1.0000
  11.750   0.9786   0.04227   0.03322   0.0265   0.2800   1.0000
  12.000   0.9884   0.04312   0.03400   0.0280   0.2750   1.0000
  12.250   0.9798   0.04530   0.03630   0.0302   0.2688   1.0000
  12.500   0.9827   0.04672   0.03772   0.0318   0.2634   1.0000
  12.750   0.9935   0.04761   0.03853   0.0330   0.2587   1.0000
  13.000   0.9832   0.05025   0.04131   0.0348   0.2528   1.0000
  13.250   0.9848   0.05198   0.04304   0.0360   0.2475   1.0000
  13.500   0.9974   0.05278   0.04375   0.0369   0.2431   1.0000
  13.750   0.9839   0.05604   0.04718   0.0382   0.2375   1.0000
  14.000   0.9840   0.05811   0.04927   0.0391   0.2325   1.0000
  14.250   1.0006   0.05857   0.04961   0.0398   0.2283   1.0000
  14.500   0.9818   0.06269   0.05391   0.0405   0.2229   1.0000
  14.750   0.9793   0.06523   0.05649   0.0411   0.2180   1.0000
  15.000   0.9936   0.06596   0.05715   0.0417   0.2142   1.0000
  15.250   0.9777   0.07013   0.06146   0.0419   0.2092   1.0000
  15.500   0.9693   0.07356   0.06497   0.0420   0.2045   1.0000
  15.750   0.9816   0.07455   0.06591   0.0424   0.2006   1.0000
  16.000   0.9703   0.07847   0.06991   0.0422   0.1962   1.0000
  16.250   0.9501   0.08362   0.07520   0.0416   0.1911   1.0000
  16.500   0.9620   0.08473   0.07627   0.0419   0.1876   1.0000
  16.750   0.9656   0.08694   0.07849   0.0419   0.1841   1.0000
  17.000   0.9146   0.09659   0.08839   0.0397   0.1777   1.0000
  17.250   0.9301   0.09723   0.08900   0.0399   0.1748   1.0000
  17.500   0.9619   0.09562   0.08727   0.0409   0.1727   1.0000
